U10,V10
5.703976517,0.131228
4.763481497,0.981213379
6.273902427,3.300195226
9.047307318,0.182042344
9.142294969,-4.61529361
5.273600367,-6.110852122
2.176533849,-4.987162213
-0.894733554,-1.968328274
-2.651418766,3.223973711
0.659076797,8.442837739
9.438984795,-9.520032606
8.383566443,-8.646949799
9.871706319,-5.981506521
11.1686982,-5.944550635
10.50378464,-5.703182504
9.646550404,-6.938894943
4.483209291,-4.849732511
0.546498839,-3.592077516
-0.605079851,-6.934275457
-5.089435158,-7.470135804
-6.075664973,-7.546357319
-4.163012383,-8.849052301
4.233426948,-9.991220153
8.31320522,-8.574192899
10.11445254,-7.697645477
8.933556673,-5.58769536
6.921225683,-0.158644731
10.18833182,-0.865426051
7.679954209,-3.548192401
4.083323004,-3.145142269
0.723574585,0.63706169
1.11994281,7.440409331
5.874016141,10.51352223
9.840043769,3.034574795
13.57270667,-7.775021864
14.41704952,-9.966448768
12.95322216,-10.19887227
11.66225884,-11.67170333
8.451401346,-9.771946992
3.17107938,-8.447133009
-1.248600371,-2.251211656
-4.149283392,5.167991306
-3.896730263,6.475679347
1.158010268,-2.495867978
3.194373116,-2.460392811
14.56907179,-5.068429203
11.20251407,-7.956597083
10.67411408,-7.348626123
12.56213261,-8.469152078
10.20210944,-8.924212836
7.742781403,-7.502759606
4.192325769,-7.823259388
-0.766787849,-3.62251034
-2.577569261,-2.13989303
-0.829313138,-5.748573778
0.487395892,-6.03115183
3.583010697,-3.938116996
9.633251909,-3.008422972
8.032114113,-8.62328556
4.20458563,-4.261063341
3.493513714,-0.49090942
1.084451104,7.585195767
2.880520684,9.686793572
11.28955908,2.35933673
11.25155351,-7.177366698
8.347192531,-4.369935404
7.291618532,3.423591731
9.681065366,-0.504365518
6.900528979,-7.332723462
8.488180928,-7.141891531
9.386828711,-7.6960381
9.868641233,-7.49052679
9.448128014,-8.178011054
10.91440734,-7.15657091
13.77585881,-7.857511273
9.16615122,-10.22333791
6.015367043,-5.004818559
7.867831981,-2.592507225
6.119575858,-0.634033368
-0.094947487,-0.324543121
-4.303757635,1.725676857
-0.189348414,2.650477754
-1.389588768,-3.229836944
8.977349367,-1.611435374
3.082808384,-8.821457181
4.519664048,-11.20930288
9.072976279,-8.403094871
8.151034761,-6.055617462
10.44117672,-4.148521433
9.32185145,1.400283949
12.98632379,-0.799176386
7.487776302,-6.579181991
4.986764737,-4.363818996
3.763230648,-1.974750012
2.395030204,-4.252500369
-0.581663953,-0.856670621
0.041136966,4.248083536
0.152701697,9.471496009
4.780799079,9.807898451
7.682708086,7.363781795
7.873961912,-1.794927616
13.19719339,-3.183352243
13.62138457,-4.154637841
11.41215768,-5.424404151
9.91645469,-5.463549163
6.275276088,-4.718570663
2.018652483,0.168439368
7.780786971,-1.442622512
5.77016983,-5.684963134
5.32513689,-8.286883118
6.879687216,-7.803686882
7.655736393,-7.859957836
6.9250487,-8.113177129
6.346383279,-8.15966183
5.936903935,-8.044673359
5.794689552,-7.858734554
6.030078875,-5.140602818
6.742376777,-4.766278645
5.795915538,-6.4189321
6.285083976,-5.201766898
4.363963818,-3.896525421
0.982694261,-0.100682586
3.432214411,8.725294227
5.768943844,8.830496445
4.670460333,13.47285015
6.579320631,16.97021228
9.023936837,9.208490462
7.403183264,-9.270401532
5.070131789,-6.666034985
5.840051036,-8.691789331
4.907075643,-8.799438112
4.215619505,-7.274005945
9.553562816,-5.155282197
10.54170758,-7.139444968
10.11874239,-8.965804411
9.030066767,-7.765765152
10.21927325,-5.376696169
10.97570665,-3.249409449
8.934439855,-1.409593909
8.204978148,-3.845147593
9.939748425,-3.779090386
8.056633835,-3.545443599
8.575225939,-2.475072191
8.72111828,-4.363818996
9.481229638,-5.053749824
7.070941041,-3.292224306
4.00842786,0.372727396
2.354572664,3.670694616
3.066870565,3.775896834
3.486157798,2.287163115
2.4833012,2.629681966
5.249125754,3.635219449
6.415038499,-7.269112819
9.301009687,-9.089355854
6.656557753,-7.747415928
5.3594645,-8.666100417
5.39992204,-5.409724772
7.164115982,-8.26608733
9.731330794,-8.854485785
7.528233842,-8.609829463
7.165341968,-7.145561376
4.180065909,-6.26724518
1.36887987,-5.681293289
-2.175445833,-2.587614099
-5.454958547,-1.002241133
-11.3605334,-1.216315414
-14.6682438,-2.396782168
-6.188098212,-4.933868226
7.432606929,-5.901483979
8.922179994,-13.24117364
10.91440734,-12.24297584
11.45997114,-14.54274527
9.552336829,-12.13165722
10.59442498,-10.53527472
8.600971646,-7.955373802
11.10933913,-6.044607927
10.52822173,-5.111244059
8.018628267,-5.731447835
7.529459828,-5.649487967
6.841681648,-5.858669123
5.283453364,-3.190691932
3.153915575,-1.392467966
0.280204248,-1.708074621
-0.495844929,0.153759988
-1.227758608,1.726900138
6.058276555,-0.108022276
8.28221527,-4.234151145
7.734199501,-6.975525232
5.884186534,-7.502759606
3.663925777,-6.330855824
0.758338812,-3.107508783
0.362345314,4.504972674
5.791011593,3.153246495
5.075035734,1.761152023
5.495548953,-0.48356973
3.430988425,0.536647132
0.23606875,2.218659345
1.341908177,4.151444288
2.4833012,4.249306817
3.584236683,4.292121674
2.358250622,3.622986633
2.792249687,2.659040725
7.807758664,7.483663393
4.656974487,-4.988915898
1.9291555,-10.43863547
4.028043637,-9.206790888
3.814722063,-8.628178687
2.856000963,-6.976748514
2.978599569,-3.361951358
1.025603773,-0.269495449
1.498834393,9.138763411
11.62670525,5.327017915
12.64672565,-6.169382652
11.23316372,-8.650197756
8.040696016,-7.666679342
8.453853319,-6.919254278
9.277715952,-3.109955346
8.841264914,-6.289264249
9.180863053,-5.111244059
8.543350301,-3.555229852
12.50941521,-7.511322577
11.88171035,-8.317465158
10.15061803,-7.413460049
7.811436622,-6.893565364
2.954079847,-3.054907674
2.130217214,-1.279926058
-1.978062077,-6.258682209
-5.327455997,-6.708849841
-4.162769238,-6.237886422
-0.948233786,-5.768146284
3.605078446,-4.132618772
8.914824078,-9.01840552
5.044386082,-8.548665382
6.406456596,-7.074611043
5.543362409,-6.856866916
5.749328067,-6.053170899
5.500452897,-5.488014795
7.232771201,-7.400003951
4.979408821,-7.549244307
2.43671373,-4.993809025
0.678649718,0.179448902
2.565442266,2.279823426
0.274074317,-2.453053122
-2.895099651,-1.345983265
-5.190145558,-0.706206983
-5.616788707,-0.207108086
-2.637642578,-3.336262444
-2.18893168,-1.514796127
0.449390324,-0.253592788
1.744031605,1.881033621
3.48860977,3.93981657
1.782037173,2.64803119
0.185803321,7.928937899
2.241781946,7.744222376
4.976956849,5.329464479
7.377437557,1.589892598
12.33287322,-8.218379348
14.7002523,-2.508100794
14.08358131,-0.038295224
13.26339664,-0.603451328
13.41909687,-1.308061535
13.79302262,-1.579630052
12.264218,-1.202859317
12.27525187,-2.281793696
10.32961199,-1.078084592
6.953246379,-3.733828967
3.433440397,-2.833493702
3.596496544,-4.964450266
5.423215775,-4.754045829
5.140012995,-4.970566674
1.491478476,-1.06095865
1.187433933,-1.876887484
-3.63314326,-6.45685383
3.622242251,-8.781088888
8.20130019,-5.479451824
8.165746594,-7.603068698
10.42401292,-6.313729881
10.49512011,-7.593282445
11.02719806,-6.944943192
11.78117949,-5.77303941
9.60505423,-2.448159995
11.02106813,0.20024469
12.38926858,-3.681227858
9.509427317,-3.286107898
4.81144873,4.184472892
2.624289597,1.07489104
0.389317007,-0.531277713
1.487800518,5.511733438
7.489002288,-1.535591914
7.235223174,0.600257776
6.026400917,-0.731895897
9.245840314,-6.987758048
10.38478137,-6.289264249
11.77259759,-8.537655848
8.016176295,-9.587231469
3.71909515,-7.39144098
-1.609040273,-4.09347376
-5.138654143,-2.274454007
-2.304174369,-7.227521244
3.223796781,-6.92047756
3.990038069,-5.118583749
5.065227845,-2.424917645
2.316567096,-1.21264557
0.60018661,-2.499537823
-2.000129826,0.622276845
13.28301241,-6.481319462
12.60504212,-10.70653414
6.581772603,-13.18123284
3.039898872,-6.866653169
1.632466873,-4.075124536
0.190707265,-0.586325385
-2.751659282,3.972845173
-2.940461135,3.297593725
2.415871967,-6.91313787
-0.636833326,-8.552335227
-0.928618009,-6.347981767
-1.199560928,-4.548534519
-1.916762774,-1.163714305
-3.012794313,3.28658419
-1.187301068,7.536264502
-0.212642149,9.317362526
0.641870136,12.3523242
0.502107725,12.69484305
0.841705864,12.19574415
3.736258955,10.03542883
9.632025923,-9.543193331
8.870688579,-9.893051871
8.11425518,-8.933999089
5.814305329,-4.514282634
1.826172671,-1.424273288
3.77181255,2.031497259
9.823279749,-4.069008128
12.32061336,-5.998123226
10.70598971,-6.421378663
6.898077007,-5.973657594
0.754660854,-3.054907674
-1.96457623,3.098198823
-4.758598464,4.415673116
-4.781892199,-3.752178191
-0.988691326,-12.0863958
-0.684646782,-10.51937206
0.712977327,-5.014604812
1.00476201,-2.703825852
-0.760657918,-0.448094564
-1.154199444,4.584485978
-4.319695454,7.605991554
-7.460671743,8.869641457
-10.25101602,4.186919455
6.871105313,-12.28089757
3.969196306,-11.73898382
-2.586151164,-6.621996847
-4.286593831,-0.613237581
-0.506878804,4.07682411
-1.253504315,6.339895088
3.80614016,4.107406151
0.489847864,-2.528896581
-4.215486639,-0.401609862
-3.831753002,1.642493707
-2.480716362,1.092016983
-3.649081079,1.959323644
-0.684646782,2.223552472
-1.278024036,3.706169783
-1.061024503,5.549655168
-3.248183637,10.36693815
-0.796211514,11.74557652
9.540076969,-0.667061972
11.60341151,-3.123411444
6.032530847,0.238166419
4.313698389,-5.13448641
13.80160452,-7.123542307
11.30794887,-8.449579572
10.5748092,-6.719859376
8.257695549,-3.70569349
6.102412053,-1.058512087
7.373759599,-0.811409202
4.753827385,-2.362530283
-0.408799919,2.147709012
1.165366184,4.360625444
4.102828787,-5.041517008
1.400755508,-4.300208352
-1.222854663,1.008833833
-0.568178107,5.560664703
0.844157836,4.425459369
-1.845655583,4.933121237
-3.78884349,2.101224311
-2.697715895,-1.527028943
2.092211646,-4.059221875
1.886245988,-0.459104098
-0.620895507,6.34111837
3.231152697,8.54547183
8.391328029,-1.244450891
9.433416181,-9.715676038
5.463673315,-9.468573153
7.166567954,-11.38912528
8.071345667,-9.362147653
9.000643102,-5.179747829
7.301426421,0.32991254
4.767313232,1.744026081
4.316150362,3.616870225
-1.420238419,3.144683524
-2.127632377,-5.655604376
-2.510140028,-5.535722778
-1.47295582,-5.05864295
-0.754527988,-1.94294469
-0.19670433,0.750721414
1.279382888,2.526926311
4.367641776,2.317745156
6.708049167,1.835772202
5.348430625,-2.327055116
3.71909515,-4.209685513
1.793071047,-1.520912535
2.387674287,-1.774131828
0.437130464,-0.519044897
-0.530172539,2.699409018
2.630419527,0.806992368
-3.331550689,-3.461037168
-6.009104247,0.5121815
-5.293128387,1.868800805
-3.178302431,5.811437433
-5.016055537,7.26102614
2.920978224,9.575474945
2.825351311,6.030404841
8.146130817,-3.332592599
9.872319191,-8.795768267
2.661069179,-11.60319956
-2.354439798,-6.332079106
-2.383863463,-3.8047793
-0.140308971,4.643203496
1.731771744,8.388891784
3.039898872,9.564465411
3.568298864,10.68009824
2.778763841,11.20366277
1.785715131,10.69110777
4.088116954,4.052358478
9.151439387,-3.180905679
9.498393443,-8.164554957
7.654510407,-8.827573589
6.45181808,-10.09856318
5.299391183,-7.276452508
6.286309962,-6.314953163
6.321863558,-3.423115438
7.969588824,-7.457498186
7.582177229,-7.664232778
8.331254712,-7.166357163
9.242162356,-6.678267801
7.063585125,-6.389573341
5.711322499,-6.059287307
4.519664048,-3.797439611
1.497608407,-1.314177943
0.820864101,2.137922759
2.512724865,1.167860443
1.498834393,-0.618130707
-1.932700593,1.5764365
-0.175862567,2.98198707
3.88705524,-2.916676852
-0.880804552,-5.222562686
-4.225294528,-0.444424719
-1.187301068,4.086610363
1.178852031,4.497632984
0.57198893,5.658527231
-0.900420329,8.387668502
0.104888241,6.365584002
2.630419527,4.597942076
1.259767111,3.910457811
-0.444353514,7.692844548
1.165366184,7.560730134
3.815948049,5.237718358
1.991680789,1.927518322
-1.723056976,4.613844737
0.334147634,4.173463357
1.242603306,0.840020971
-0.007902477,0.076693247
-2.528529819,5.33802745
0.481265962,6.211450519
2.531114656,5.691555835
1.719511884,6.68363722
0.457972227,11.64159758
5.407277956,14.81234352
4.584641309,14.18235349
6.851489536,8.395008192
1.620207013,-2.536236271
-2.46600453,-4.714900818
-1.666661618,-4.842122105
-4.208130723,-3.847594157
-6.20403603,0.16232296
-0.786403626,4.389984202
3.727677052,2.904920328
10.78445282,-3.936893714
11.58624771,-7.303364704
11.89519619,-5.682516571
10.48408624,-4.822549599
7.354143822,-6.025035422
2.375414427,-0.555743345
-2.684230048,0.58802496
-4.452101949,-1.956400788
-4.685039301,0.825341592
2.006392622,-0.520268179
2.605899806,-10.18419289
3.402790746,-11.4343867
3.726451066,-8.576800859
-1.134583667,-0.235243563
-1.529351179,5.884834329
1.725641814,6.523387329
3.749744801,6.30319664
1.373783814,4.938014363
2.132669186,2.321415001
1.860500281,-3.557676415
-2.687908007,-3.023102352
-2.23551915,2.705525426
-0.093721501,5.407754502
3.75955269,5.082361593
3.518033436,4.780211036
1.447342978,8.122216393
4.100376815,9.010318842
4.188647811,8.40846429
4.224201407,10.47091708
3.416276593,10.21769779
2.261397723,10.21402795
2.730950384,6.18209176
0.304723969,5.114166915
-0.609861633,7.570516387
-0.080235654,9.41155521
-0.495844929,10.74493216
-0.085139598,11.56453084
4.310020431,8.418250543
10.9793846,-10.71387383
8.245435688,-11.6606938
7.023127585,-6.894788646
5.607113684,-1.23588792
5.341074709,0.48159946
3.647987958,3.989971116
2.320245054,6.535620146
4.143286327,6.898934784
5.086069608,-5.107574214
1.961031138,-4.371158685
-2.447614739,-0.254816069
-1.014437033,6.852450082
2.271205611,8.267786905
4.815126689,2.957521438
1.731771744,-2.389442478
-6.020138121,-0.229127155
-3.10719524,3.538580202
0.979016303,1.597232288
1.489026504,1.178869977
-2.716105686,3.77222699
1.627562929,4.961256714
3.619790279,-0.468890351
1.538065947,-1.859761541
-2.860772041,3.325729202
2.339860831,4.26643276
3.746066843,1.167860443
2.102019535,3.182605254
0.88951932,6.661618151
3.016605137,5.590023461
2.572798182,2.891464231
1.703574065,4.918441858
-0.335240755,8.791351434
2.272431597,10.3436958
3.274062209,6.75214099
2.383996329,6.156402847
-0.179540525,7.065301082
1.12613463,7.153377358
2.829029269,5.981473576
2.934464071,6.47812591
2.440391688,7.285491772
3.717869164,4.438915467
2.25281582,-5.424404151
-5.629048568,-6.029928548
-7.403050398,-4.760162237
-7.049966413,-5.163845168
-6.219973849,-7.556583997
-6.033623968,-9.064890221
-4.452101949,-9.938313291
-2.176671819,-6.916807715
0.68723162,-6.084976221
0.228712833,-1.7826948
-2.28210662,3.854186857
0.671293801,6.869576025
2.034590302,7.446964945
-0.452935417,8.924689129
-1.441080182,11.36024281
0.374605174,11.32476765
5.947937809,0.369057552
2.363154566,-3.494065771
1.96961304,-2.190047576
1.905861765,-4.015183737
0.12082606,-2.394335604
-1.12109782,2.567294604
-0.766787849,5.840796191
0.442034408,6.978448088
4.024365679,5.033430329
2.895232517,3.287807472
1.579749473,5.160651616
4.96101903,-0.143497443
4.024365679,-2.6340988
1.642274762,-2.435927179
-3.163590598,3.65112211
0.99863208,7.520361841
4.907075643,5.914193088
4.517212076,7.165610174
2.121635312,10.10882573
2.952853861,9.646425279
0.934880805,9.023774939
0.494751809,14.21415881
7.067263083,10.3498122
1.659438567,-1.227324949
-5.269834652,-8.441016601
-3.630691288,-6.221983761
0.84906178,-6.021365577
5.605887698,-5.174854703
5.002702556,-6.713742968
2.366832524,-5.740010807
-2.35689177,-0.668285253
-3.103517281,5.79431149
3.672507679,6.522164048
1.840884504,6.708102852
3.32064968,4.173463357
3.945902571,-7.108862928
4.33208818,-6.587744962
2.940594001,-1.161267742
0.480039976,5.417540754
1.276930916,6.149063157
3.375819053,-0.893369069
2.032138329,-4.241490835
-3.352392452,-4.780958025
-3.728770173,-2.325831834
1.264671055,-2.04937019
-0.559596204,0.551326511
-0.964171604,5.829786657
0.320661788,7.456751198
3.145333673,6.042637657
0.460424199,5.411424346
-0.84402497,5.6805463
-1.015663019,4.705590858
1.036637648,0.77029392
-0.519138664,-2.088515202
-3.476217044,2.447413006
0.068108659,4.75329884
2.437939716,2.55628507
0.1612836,1.878587058
-0.978883437,5.738040536
0.64064415,6.644492209
3.683541554,6.321545864
2.695396789,7.410266496
1.771003298,11.01405412
3.264254321,10.74737873
3.958162432,11.15350822
3.683541554,11.80918716
2.310437165,12.51257409
3.56952485,12.39636234
4.146964285,5.328241197
1.920573598,1.436982397
-0.622121493,5.36860949
1.425275229,5.075021904
3.266706293,2.326308127
1.728093786,2.277376863
-0.330336811,5.572897519
1.96348311,4.787550725
2.886650614,3.018685518
2.625515583,3.489648938
0.975338345,5.044439863
3.097520217,4.240743846
2.846193074,3.703723219
1.907087751,6.599230789
0.294916081,8.684925934
3.161271492,8.410910853
2.024782413,6.670181123
1.956127194,4.79856026
0.667615843,7.908142111
1.774681257,5.515403283
3.329231582,6.870799307
4.968374946,6.924623697
3.434666384,4.752075559
-1.609040273,-4.648843611
-0.910228218,-7.636097301
-2.040587366,-7.637320583
-5.248992889,-4.992585743
-4.263300095,-3.212711001
-3.474991058,-5.3546771
-3.682182702,-7.423246301
-6.487238811,-5.166291732
-3.91021611,-4.185219881
-3.20037018,-3.546666881
-2.877935846,-2.234085714
-3.759419824,1.133608558
-2.473360446,3.32450592
2.1314432,4.710483984
2.081177772,4.063368013
0.505785683,5.23160195
1.604269194,4.816909484
1.124908644,0.696897023
-1.864045373,-1.399807656
-4.963338136,-1.655473512
-3.717736298,0.857146914
-0.455387389,-0.766147782
-1.727960921,0.532977287
-0.625799452,3.553259581
-0.188122428,4.633417243
0.963078484,-0.237690127
1.078321174,-2.610856449
-1.667887604,0.811885494
-1.596780412,3.211964012
-0.562048176,0.814332058
0.223808889,1.40884692
-2.318886202,3.768557145
-0.406347947,5.641401289
2.868260823,2.383802363
-0.194252358,-2.138669748
-3.911442096,1.423526299
-1.366295033,3.117771328
0.862547627,1.400283949
-1.258408259,3.30126357
-2.340953951,5.514180002
-0.275167438,6.555192651
-1.828491778,5.504393749
-6.627001222,5.917862933
-17.64616394,2.225999035
-15.89668183,-6.918030997
-6.653972915,-14.60268607
-4.590638374,-16.94037722
-0.541206413,-14.32010802
3.309615805,-9.779286681
4.160450132,-8.760293101
1.934059444,-5.840319899
-1.331967423,0.766624075
-0.207738205,5.698895525
3.774264523,3.671917898
3.348847359,1.653503242
1.140846463,5.331911042
2.708882635,6.940526358
4.100376815,2.163611673
1.502512351,3.022355363
-1.574712663,5.131292858
-2.529755805,3.023578644
-4.166447197,-1.202859317
-6.243267584,-5.651934531
-6.970277319,-9.338905302
-2.591055108,-10.50713924
-0.516686692,-8.324804848
-0.647867201,-5.670283755
-4.19341889,-1.825509656
-1.908180872,2.090214776
-2.342179937,-0.187535581
-4.659293593,-2.696486162
-5.702607731,-3.359504794
-5.217117251,-3.593151582
-3.905312166,-3.704470208
-4.410418423,-1.788811208
-3.938413789,1.441875523
-4.085532117,1.879810339
-3.613527483,2.821737179
-4.883649042,2.696962455
-7.298841583,-0.304970615
-4.808863893,-1.604095685
-4.253492207,-4.973013237
-3.11332517,-4.17665691
-4.255944179,-1.262800116
-2.990726564,3.274351374
0.648000066,5.19368022
1.107744839,7.15460064
1.211953654,8.407241008
0.434678492,8.19561329
0.732593104,4.119638967
0.513141599,2.409491276
-2.278428662,6.010832335
0.423644617,5.133739421
-0.790081584,5.587576898
-1.859141429,6.830431013
0.720333244,10.3436958
-3.239601734,10.44767473
-0.964171604,1.40150723
5.263837587,-5.616459364
-2.38508945,-4.99013918
-5.172981753,-3.024325633
-2.160734,-3.117295036
-1.455792015,-3.609054243
-2.606992927,-5.081885301
-2.299270425,-6.058064025
-2.610670885,-5.784048945
-2.83012239,-2.993743593
-3.313160898,1.310984391
-1.915536788,5.317231662
-0.696906643,8.056159186
1.339456205,5.533752507
-0.002998532,0.957456006
1.308806553,-1.849975288
2.300629277,-3.169896145
-0.336466741,-1.909916087
-3.016472271,3.450503926
-1.959672286,4.676232099
-2.446388753,2.073088834
-3.484798946,1.58377619
-2.519947916,2.699409018
0.509463641,3.648675547
1.632466873,2.196640276
1.943867333,0.46692008
2.197646448,-1.275032932
1.740353647,-1.071968184
-0.376924281,-1.752112759
-1.965802217,1.468787719
0.746078951,5.36860949
2.437939716,9.880072066
7.138370275,11.77615856
7.55397955,10.33757939
6.112219941,6.668957841
3.446926244,3.919020783
1.822494713,2.791155139
1.390947619,2.964861127
0.277752276,3.352641397
1.561359682,4.586932541
3.093842258,4.557573783
1.03908962,4.133095064
-0.128049111,4.588155823
1.551551793,4.741066024
3.011701192,3.712286191
2.041946218,0.416765534
-1.761062544,-1.16004446
-3.156234682,-0.015052874
-4.197096848,0.860816759
-2.622930745,4.118415685
0.336599607,8.047596215
3.770586564,9.979157877
5.386436193,8.352193336
3.877247352,6.177198634
2.84128913,8.513666508
5.444057538,8.227418612
4.876425992,5.528859381
4.197229714,0.141527172
0.671293801,0.661421856
0.650452038,3.656015237
1.688862232,1.254713437
0.639418164,1.40884692
-0.35853449,6.105025019
0.465328143,6.277507726
-2.143570195,1.994798811
-5.258800777,-3.380300582
-4.729174799,-4.274519438
-2.973562759,-4.793190841
-1.595554426,-5.292289737
-1.442306168,-2.590060662
-3.297223079,2.066972426
-0.46764725,5.610819249
1.496382421,6.382709944
1.569941584,7.059184674
0.497203781,6.689753628
1.470636713,5.941105283
3.304711861,3.215633857
0.974112358,2.699409018
0.845383822,4.507419237
2.136347145,2.430287064
3.521711394,2.125689943
2.290821388,0.482822741
1.493930448,1.51527242
1.747709563,-0.994901443
0.976564331,-0.427298776
0.663937885,-1.788811208
-1.233888538,-0.110468839
0.12082606,3.083519443
1.274478943,1.422303017
1.80165295,0.776410328
2.097115591,1.594785724
2.636549458,2.443743161
3.807366146,1.460224747
3.585462669,1.91039238
4.024365679,2.634575093
5.404825984,-0.125148219
3.531519282,-0.265825604
2.824125325,0.044887925
5.268741531,0.355601454
5.537232479,-1.391244685
4.919335504,1.572766655
5.230735963,0.701790149
5.099555455,0.027761983
4.44733087,1.110366207
3.492287728,0.065683712
2.132669186,-0.456657535
-0.851380887,4.482953605
0.261814457,5.511733438
2.793475673,4.967373122
0.791440435,0.919534276
-2.78966485,-0.675624943
-2.698941881,-3.678781294
-3.487250919,-5.614012801
-4.387124688,-5.555295284
-5.431664812,-6.862983324
-3.597589664,-5.749797059
-5.315196136,-6.560832767
-6.30701886,-5.40850149
-6.10473116,-3.668995042
-5.363009592,-2.353967311
-2.947817052,-2.020011432
-3.244505678,-0.263379041
-2.844834222,-0.15695354
-3.009116355,1.279179069
-2.137440265,0.488939149
-1.967028203,1.708550914
-2.713653714,2.815620771
-2.659710327,4.875627001
3.32064968,9.689240135
3.17107938,10.12472839
1.408111424,10.82811531
4.835968452,10.88316299
5.722356374,6.281177571
3.647987958,0.698120305
-0.39899203,0.603927621
-1.879983192,0.988038046
0.3635713,-1.249344018
-2.928201275,0.410649126
0.903005167,4.601611921
0.068108659,5.351483547
0.780406561,8.599296221
2.152284963,11.37369891
2.802057576,11.24403106
3.793880299,10.18956231
4.541731797,9.174238577
3.841693756,6.65305518
1.154332309,7.056738111
1.222987529,6.147839875
1.359071982,5.64996426
-0.272715466,5.263407272
-2.088400823,5.591246743
-1.571034705,5.152088645
-0.531398525,3.850517013
-2.165637945,2.677389949
-3.048347909,4.763085093
-2.542015665,3.215633857
-2.962528884,1.221684834
-2.821540487,1.165413879
-2.798246752,-1.029153328
-1.419012433,0.049781052
1.697444135,-4.243937398
0.660259927,-1.936828282
-0.666256992,4.079270674
0.686005634,2.546498817
2.619385653,0.622276845
2.624289597,-2.445713432
-1.159103388,1.799073753
0.911587069,3.964282202
2.124087284,0.351931609
0.899327209,-1.166160868
-2.277202676,1.881033621
-0.826861166,4.374081541
0.415062715,1.580106345
-1.405526587,3.101868667
-2.505236084,2.889017667
-0.582889939,5.545985323
3.337813485,3.290254035
3.31451975,1.098133391
-1.042634712,-1.093987253
-4.186062974,-0.856670621
-4.217938611,-2.353967311
-3.456601267,-0.508035362
-4.492559489,0.569675736
-4.167673183,1.657173087
-1.789260224,2.098777748
-2.199965554,0.880389264
-2.26984676,2.734884185
-1.372424963,3.58261834
1.595687292,2.96730769
0.943462707,2.534266001
-1.621300133,4.797336978
0.368475244,4.744735869
1.961031138,4.571029881
2.300629277,3.452950489
2.727272426,0.431444914
0.476362018,0.416765534
-1.014437033,1.670629184
-1.821135861,1.967886615
-1.632334008,0.296883937
-2.860772041,-0.24013669
-1.152973458,-2.079952231
-3.548550222,-1.687278834
-2.578795247,2.150155575
-2.592281094,1.936081294
0.809830226,1.920178633
-1.126001765,-0.087226489
-2.44393678,1.633930736
-0.9470078,-0.371027822
-1.80274607,-1.575960208
-3.143974821,-0.454210972
-3.31561287,4.344722783
-1.049990629,5.488491088
0.305949955,6.802295536
-0.581663953,6.076889542
1.913217681,2.323861564
8.023532211,-3.627403467
8.451401346,-7.03424275
4.197229714,-8.688119486
-3.305804982,-6.818945186
-4.924106582,-3.383970427
-3.710380382,-0.649936029
-3.063059741,3.846847168
-0.408799919,6.067103289
0.106114227,9.773646566
4.36641579,8.108760295
3.168627408,3.619316788
1.996584734,-0.100682586
0.546243223,2.386248926
2.386448301,2.933055805
0.746078951,1.708550914
-1.904502913,5.010187978
-0.444353514,5.154535208
1.017021871,6.640822364
3.21153692,9.855606434
2.767729966,14.76830538
5.372950346,14.20559584
5.168210674,9.269654543
4.989216709,-0.42240565
2.001488678,-2.45182984
-2.311530286,-2.790678846
-0.935973925,-1.689725397
-2.811732599,-1.331303886
-5.215891265,-0.282951546
-6.645391013,0.334805667
-5.430438826,-0.649936029
-6.277595194,-2.363753564
-7.166435089,-1.837742472
-6.091245313,-3.291001024
-5.430438826,-4.91429572
-10.89833666,-4.774841617
-6.971503305,1.611911667
-7.040158524,3.275574656
-5.488060171,5.716021467
-6.349928372,4.147774444
-5.960064804,4.708037421
-5.609432791,5.893397301
-3.687086647,7.555837008
-3.817041169,5.599809714
-4.434938144,4.638310369
-4.356475036,4.11474584
-3.397753936,3.189944943
-3.307030968,2.606439616
-2.207321471,4.476837197
-0.939651883,5.884834329
1.683958288,5.658527231
-0.422285765,5.629168473
0.386865035,7.132581571
1.372557828,7.730766278
3.222570795,7.312403968
1.459602839,5.010187978
-0.91268019,4.35817888
1.037863634,3.938593288
0.331695662,1.144618092
-2.659710327,0.432668195
-3.43085556,0.980698356
-3.235923776,0.66386842
-0.87835258,-1.961293915
-1.227758608,-3.216380846
-4.150509378,-5.270270669
-4.531791043,-5.336327875
-4.32092144,-5.956531651
-5.891409585,-5.34733741
-6.336442525,-2.993743593
-5.935545083,-3.156440047
-4.197096848,-0.410172834
-5.66582815,-0.400386581
-4.481525614,2.460869104
-3.953125622,2.656594162
-2.019745603,3.538580202
-1.465599904,3.395456254
-1.72183099,3.953272668
-1.788034238,4.238297283
1.3222924,2.690846047
-0.868544692,2.058409454
-3.327872731,3.361204369
-2.662162299,1.613134949
-4.226520514,-1.073191466
-6.682170594,-5.360793508
-8.160709784,-8.444686445
-10.46433759,-9.904061406
-9.6282151,-12.09740533
-11.09817239,-14.33601068
-6.987441124,-14.82287676
-2.311530286,-15.76358032
-0.726330309,-15.69752311
0.856417697,-12.46438981
-2.22938922,-11.00134501
-2.228163234,-8.694235894
-1.302543757,-5.824417238
-1.39817067,-1.162491024
0.720333244,1.531175081
2.675781012,-0.137381035
1.498834393,-1.824286374
-1.876305234,-2.546022524
-3.569391985,2.122020098
-2.880387818,4.955140306
-2.935557191,4.045018788
-3.978871329,4.252976662
